High-Performance Web Crawler Started - Query: 'longitude'
Number of threads: 20
Target crawl rate: 20+ pages/second
Start Time: 2025-09-30 09:24:48
================================================================================
URL                                                Size     Code   Priority   Domain P.  Depth 
================================================================================

Fetching seed URLs for query: 'longitude'
https://discord.com/invite/4gf3zXrQUc              11126    200    9.7658     9.9658     2     
https://podcasts.apple.com/us/podcast/irl-online-l 578209   200    9.7658     9.9658     2     
https://open.spotify.com/show/0vT7LJMeVDxyQ2ZamHKu 2413     200    9.7658     9.9658     2     
https://www.earthspecies.org/index.html            65452    200    9.7658     9.9658     2     
https://stopshotspotter.com/index.html             30165    200    9.7658     9.9658     2     
https://podcasts.apple.com/us/podcast/irl-online-l 578227   200    9.7658     9.9658     2     
https://podcasts.apple.com/us/podcast/irl-online-l 578227   200    9.7658     9.9658     2     
https://elections.wga.org/2023/van-robichaux       12332    200    9.7658     9.9658     2     
https://podcasts.apple.com/us/podcast/irl-online-l 578191   200    9.7658     9.9658     2     
https://podcasts.apple.com/us/podcast/irl-online-l 578230   200    9.7658     9.9658     2     
https://vivo.brown.edu/display/elumumba            38455    200    9.7658     9.9658     2     
https://creativecommons.org/licenses/by-sa/4.0/ind 29254    200    9.7658     9.9658     2     

[PROGRESS] Pages: 89/500 | Rate: 3.8 pages/sec | Queue: 2543
https://creativecommons.org/licenses/by-sa/4.0/ind 29254    200    9.7658     9.9658     2     
https://vivo.brown.edu/display/suresh              18888    200    9.7658     9.9658     2     
https://podcasts.apple.com/us/podcast/irl-online-l 578227   200    9.7658     9.9658     2     
https://pulitzercenter.org/people/justin-casimir-b 146420   200    9.7658     9.9658     2     
https://journals.lww.com/greenjournal/abstract/202 316751   200    9.7658     9.9658     2     
https://www.iubenda.com/privacy-policy/29190757/co 43712    200    9.6658     9.9658     3     
https://www.iubenda.com/privacy-policy/29190757/co 43712    200    9.6658     9.9658     3     
https://arxiv.org/abs/2406.14497                   49573    200    9.6658     9.9658     3     
https://www.cornell.edu/index.html                 82303    200    9.6658     9.9658     3     
https://www.cornell.edu/index.html                 82303    200    9.6658     9.9658     3     
https://creativecommons.org/licenses/by-sa/4.0/ind 29254    200    9.6658     9.9658     3     

[PROGRESS] Pages: 100/500 | Rate: 2.2 pages/sec | Queue: 2895
https://ui.adsabs.harvard.edu/abs/2024arXiv2406144 44392    200    9.6658     9.9658     3     
https://www.semanticscholar.org/paper/CodeRAG-Benc 839497   200    9.6658     9.9658     3     
https://www.connectedpapers.com/about              3876     200    9.6658     9.9658     3     
https://www.litmaps.com/index.html                 46888    200    9.6658     9.9658     3     
https://www.utubepublisher.in/2025/06/leonardo-da- 199814   200    9.6658     9.9658     3     
https://www.utubepublisher.in/2025/06/leonardo-da- 199814   200    9.6658     9.9658     3     
https://art19.com/shows/the-stack-overflow-podcast 92134    200    9.6658     9.9658     3     
https://art19.com/shows/the-stack-overflow-podcast 92134    200    9.6658     9.9658     3     
https://atproto.com/index.html                     120001   200    9.6658     9.9658     3     
https://www.bidadance.org/index.html               4310     200    9.6658     9.9658     3     
https://www.lilywise.com/index.html                6021     200    9.6658     9.9658     3     
https://www.annawise.net/index.html                3413     200    9.6658     9.9658     3     
https://atproto.com/index.html                     120001   200    9.6658     9.9658     3     

[PROGRESS] Pages: 113/500 | Rate: 2.6 pages/sec | Queue: 3296
https://git-send-email.io/index.html               44995    200    9.6658     9.9658     3     
https://git-send-email.io/index.html               44995    200    9.6658     9.9658     3     
https://joinmastodon.org/apps                      184738   200    9.6658     9.9658     3     
https://huggingface.co/spaces/EarthSpeciesProject/ 38941    200    9.6658     9.9658     3     
https://research.youtube/index.html                20681    200    9.6658     9.9658     3     
https://www.nature.com/articles/nature19103?error= 409250   200    9.6658     9.9658     3     
https://www.cooperativecrows.com/system.htm        9474     200    9.6658     9.9658     3     
https://www.cooperativecrows.com/baglione.htm      15030    200    9.6658     9.9658     3     
https://www.cooperativecrows.com/canestrari.htm    14770    200    9.6658     9.9658     3     
https://www.oregonlive.com/opinion/2022/07/opinion 303132   200    9.6658     9.9658     3     
https://www.wyso.org/local-and-statewide-news/2021 201437   200    9.6658     9.9658     3     
https://www.stltoday.com/news/local/crime-courts/s 712671   200    9.6658     9.9658     3     
https://news.wttw.com/2022/07/21/lawsuit-alleges-c 80387    200    9.6658     9.9658     3     
https://www.wral.com/durham-map-of-shotspotter-imp 303052   200    9.6658     9.9658     3     

[PROGRESS] Pages: 127/500 | Rate: 2.8 pages/sec | Queue: 3623
https://www.syracuse.com/crime/2022/07/report-shot 308158   200    9.6658     9.9658     3     
https://www.vice.com/en/article/more-cities-are-mo 295060   200    9.6658     9.9658     3     
https://www.nbcnews.com/news/us-news/shotspotter-p 393721   200    9.6658     9.9658     3     
https://www.sandiegouniontribune.com/2022/03/02/sa 176979   200    9.6658     9.9658     3     
https://www.nydailynews.com/2021/12/13/cancel-the- 153902   200    9.6658     9.9658     3     
https://www.cleveland.com/news/2022/03/cleveland-p 294411   200    9.6658     9.9658     3     
https://buffalonews.com/opinion/viewpoints-buffalo 336934   200    9.6658     9.9658     3     
https://www.al.com/news/2022/03/too-much-big-broth 320860   200    9.6658     9.9658     3     

[PROGRESS] Pages: 135/500 | Rate: 1.6 pages/sec | Queue: 3897
https://gasincar.com/                              13086    200    9.6658     9.9658     3     
https://sammusmusic.bandcamp.com/album/pieces-in-s 336089   200    9.6658     9.9658     3     
https://webflow.com/legal/privacy                  292849   200    9.5658     9.9658     4     
https://www.portlandmercury.com/opinion/2022/08/04 76925    200    9.6658     9.9658     3     
https://legal.hubspot.com/privacy-policy           697056   200    9.5658     9.9658     4     
https://support.microsoft.com/en-us/windows/manage 199793   200    9.5658     9.9658     4     
https://support.brave.app/hc/en-us/articles/360022 59655    200    9.5658     9.9658     4     
https://support.microsoft.com/en-us/windows/manage 199794   200    9.5658     9.9658     4     

[PROGRESS] Pages: 143/500 | Rate: 1.6 pages/sec | Queue: 4045
https://youronlinechoices.eu/index.html            7497     200    9.5658     9.9658     4     
https://ddai.info/optout                           42707    200    9.5658     9.9658     4     
https://support.brave.app/hc/en-us/articles/360022 59655    200    9.5658     9.9658     4     
https://ddai.info/optout                           42707    200    9.5658     9.9658     4     
https://legal.hubspot.com/privacy-policy           697056   200    9.5658     9.9658     4     
https://youronlinechoices.eu/index.html            7497     200    9.5658     9.9658     4     
https://support.microsoft.com/en-us/windows/manage 199766   200    9.5658     9.9658     4     
https://www.si.edu/termsofuse                      57963    200    9.5658     9.9658     4     
https://www.si.edu/privacy                         59035    200    9.5658     9.9658     4     
https://support.microsoft.com/en-us/windows/manage 199765   200    9.5658     9.9658     4     
https://www.leonardodavinci.net/scythed-chariot.js 22914    200    9.5658     9.9658     4     
https://www.leonardodavinci.net/scythed-chariot.js 22914    200    9.5658     9.9658     4     
http://1950massave.com/cgi-sys/suspendedpage.cgi   7624     200    9.5658     9.9658     4     
https://docs.google.com/forms/d/e/1FAIpQLSc4fclTiQ 121996   200    9.5658     9.9658     4     

[PROGRESS] Pages: 157/500 | Rate: 2.8 pages/sec | Queue: 4326
https://www.kgw.com/article/news/investigations/po 241540   200    9.5658     9.9658     4     
https://zoom.us/rec/play/mo5FkYoAYgyTprtata_dyUW1Y 433473   200    9.5658     9.9658     4     
https://www.tmj4.com/news/i-team/new-mpd-point-aim 275579   200    9.5658     9.9658     4     
https://katu.com/news/local/staff-shortages-cited- 286128   200    9.5658     9.9658     4     
https://www.wweek.com/portland/blog-32511-19-portl 117780   200    9.5658     9.9658     4     
https://pdi.udc.es/es/File/Pdi/W469E               238849   200    9.5658     9.9658     4     
https://pdi.udc.es/es/File/Pdi/W469E               238849   200    9.5658     9.9658     4     

[PROGRESS] Pages: 164/500 | Rate: 1.4 pages/sec | Queue: 4580
https://www.portlandmercury.com/news/2022/06/30/43 75541    200    9.5658     9.9658     4     

[PROGRESS] Pages: 165/500 | Rate: 0.2 pages/sec | Queue: 4628

[PROGRESS] Pages: 165/500 | Rate: 0.0 pages/sec | Queue: 4628

[PROGRESS] Pages: 165/500 | Rate: 0.0 pages/sec | Queue: 4628

[PROGRESS] Pages: 165/500 | Rate: 0.0 pages/sec | Queue: 4628

[PROGRESS] Pages: 165/500 | Rate: 0.0 pages/sec | Queue: 4628

[PROGRESS] Pages: 165/500 | Rate: 0.0 pages/sec | Queue: 4628

[PROGRESS] Pages: 165/500 | Rate: 0.0 pages/sec | Queue: 4628

[PROGRESS] Pages: 165/500 | Rate: 0.0 pages/sec | Queue: 4628

[PROGRESS] Pages: 165/500 | Rate: 0.0 pages/sec | Queue: 4628

[PROGRESS] Pages: 165/500 | Rate: 0.0 pages/sec | Queue: 4628

[PROGRESS] Pages: 165/500 | Rate: 0.0 pages/sec | Queue: 4628

[PROGRESS] Pages: 165/500 | Rate: 0.0 pages/sec | Queue: 4628

[PROGRESS] Pages: 165/500 | Rate: 0.0 pages/sec | Queue: 4628

[PROGRESS] Pages: 165/500 | Rate: 0.0 pages/sec | Queue: 4628

[PROGRESS] Pages: 165/500 | Rate: 0.0 pages/sec | Queue: 4628

[PROGRESS] Pages: 165/500 | Rate: 0.0 pages/sec | Queue: 4628

[PROGRESS] Pages: 165/500 | Rate: 0.0 pages/sec | Queue: 4628

[PROGRESS] Pages: 165/500 | Rate: 0.0 pages/sec | Queue: 4628

[PROGRESS] Pages: 165/500 | Rate: 0.0 pages/sec | Queue: 4628

[PROGRESS] Pages: 165/500 | Rate: 0.0 pages/sec | Queue: 4628

[PROGRESS] Pages: 165/500 | Rate: 0.0 pages/sec | Queue: 4628

[PROGRESS] Pages: 165/500 | Rate: 0.0 pages/sec | Queue: 4628

[PROGRESS] Pages: 165/500 | Rate: 0.0 pages/sec | Queue: 4628

[PROGRESS] Pages: 165/500 | Rate: 0.0 pages/sec | Queue: 4628

[PROGRESS] Pages: 165/500 | Rate: 0.0 pages/sec | Queue: 4628

[PROGRESS] Pages: 165/500 | Rate: 0.0 pages/sec | Queue: 4628
https://www.advancelocal.com/advancelocalUserAgree 107265   200    9.5658     9.9658     4     
https://www.advancelocal.com/advancelocalUserAgree 77501    200    9.5658     9.9658     4     
https://www.oregonianmediagroup.com/contact-news   217573   200    9.5658     9.9658     4     
https://www.oregonianmediagroup.com/our-company    388158   200    9.5658     9.9658     4     
https://www.oregonianmediagroup.com/digital-market 383735   200    9.5658     9.9658     4     

[PROGRESS] Pages: 170/500 | Rate: 1.0 pages/sec | Queue: 4748
https://www.aclu.org/news/privacy-technology/four- 53348    200    9.5658     9.9658     4     
https://www.aclu.org/news/privacy-technology/four- 53348    200    9.5658     9.9658     4     
https://www.edgewortheconomics.com/experience-inde 7367     200    9.5658     9.9658     4     
https://www.stopspying.org/shotspotter?rq=shotspot 236565   200    9.5658     9.9658     4     
https://newskeepsake.com/pages/syracuse            195638   200    9.5658     9.9658     4     
https://joinsubtext.com/c/syracusesports           49764    200    9.5658     9.9658     4     
https://newskeepsake.com/pages/syracuse            195638   200    9.5658     9.9658     4     
https://www.vicetv.com/en_us                       127141   200    9.5658     9.9658     4     
https://vice-shop.com/index.html                   664727   200    9.5658     9.9658     4     
https://www.vicetv.com/en_us                       127141   200    9.5658     9.9658     4     
https://vice-shop.com/index.html                   664727   200    9.5658     9.9658     4     
https://www.tiktok.com/@vice                       262342   200    9.5658     9.9658     4     
https://www.tiktok.com/@vice                       261842   200    9.5658     9.9658     4     

[PROGRESS] Pages: 183/500 | Rate: 2.6 pages/sec | Queue: 4821
https://www.advance-ohio.com/contact/?utm_source=c 161306   200    9.5658     9.9658     4     
https://subscribe.cleveland.com/                   591165   200    9.5658     9.9658     4     

[PROGRESS] Pages: 185/500 | Rate: 0.4 pages/sec | Queue: 4848
https://www.amazon.com/None-Your-Damn-Business-Pri 1415386  200    9.5658     9.9658     4     
https://chicagoreader.com/                         209307   200    9.5658     9.9658     4     
https://boldtypetickets.com/index.html             3477     200    9.5658     9.9658     4     
https://support.brave.app/hc/en-us/articles/360048 53494    200    9.4658     9.9658     5     
https://support.brave.app/hc/en-us/articles/360023 52839    200    9.4658     9.9658     5     
https://support.brave.app/hc/en-us/articles/155130 47875    200    9.4658     9.9658     5     
https://brave.com/                                 140999   200    9.4658     9.9658     5     
https://basicattentiontoken.org/                   35907    200    9.4658     9.9658     5     
https://basicattentiontoken.org/                   35907    200    9.4658     9.9658     5     
https://brave.com/                                 140999   200    9.4658     9.9658     5     
https://support.brave.app/hc/en-us/articles/360048 53494    200    9.4658     9.9658     5     
https://brave.com/transparency/index.html          64856    200    9.4658     9.9658     5     
https://brave.com/transparency/index.html          64856    200    9.4658     9.9658     5     
https://brave.com/brave-branding-assets/index.html 69682    200    9.4658     9.9658     5     
https://brave.com/brave-branding-assets/index.html 69682    200    9.4658     9.9658     5     
https://support.brave.app/hc/en-us/articles/155130 47875    200    9.4658     9.9658     5     
https://support.brave.app/hc/en-us/articles/360023 52839    200    9.4658     9.9658     5     
https://www.merctickets.com/page/features          21736    200    9.5658     9.9658     4     

[PROGRESS] Pages: 203/500 | Rate: 3.6 pages/sec | Queue: 5417
https://support.zoom.com/hc/en                     5242880  200    9.4658     9.9658     5     
https://pdxtoday.6amcity.com/?utm_source=partner&u 207627   200    9.4658     9.9658     5     
https://www.udc.gal/es/tfe/traballo/index.html?cod 22213    200    9.4658     9.9658     5     
https://orcid.org/0000-0002-8803-9174              178814   200    9.4658     9.9658     5     
https://wweek.app.neoncrm.com/forms/support?utm_so 345747   200    9.4658     9.9658     5     
https://wweek.app.neoncrm.com/forms/support?utm_so 345747   200    9.4658     9.9658     5     

[PROGRESS] Pages: 209/500 | Rate: 1.2 pages/sec | Queue: 5493
https://wweek.app.neoncrm.com/forms/support?utm_so 345747   200    9.4658     9.9658     5     
https://orcid.org/0000-0002-8803-9174              178814   200    9.4658     9.9658     5     
https://www.webofscience.com:443/wos/author/rid/F- 3029     200    9.4658     9.9658     5     
https://www.webofscience.com:443/wos/author/rid/F- 3029     200    9.4658     9.9658     5     
https://www.udc.gal/es/tfe/traballo/index.html?cod 22213    200    9.4658     9.9658     5     
https://www.udc.gal/es/tfe/traballo/index.html?cod 22338    200    9.4658     9.9658     5     
https://www.udc.gal/es/tfe/traballo/index.html?cod 22233    200    9.4658     9.9658     5     
https://www.udc.gal/es/tfe/traballo/index.html?cod 22331    200    9.4658     9.9658     5     
https://www.udc.gal/es/tfe/traballo/index.html?cod 22218    200    9.4658     9.9658     5     
https://www.udc.gal/es/tfe/traballo/index.html?cod 22338    200    9.4658     9.9658     5     
https://www.udc.gal/es/tfe/traballo/index.html?cod 22233    200    9.4658     9.9658     5     
https://www.udc.gal/es/tfe/traballo/index.html?cod 22331    200    9.4658     9.9658     5     
https://www.udc.gal/es/tfe/traballo/index.html?cod 22280    200    9.4658     9.9658     5     
https://www.udc.gal/es/tfe/traballo/index.html?cod 22218    200    9.4658     9.9658     5     
https://www.udc.gal/es/tfe/traballo/index.html?cod 22237    200    9.4658     9.9658     5     
https://www.udc.gal/es/tfe/traballo/index.html?cod 22237    200    9.4658     9.9658     5     
https://www.udc.gal/es/tfe/traballo/index.html?cod 22280    200    9.4658     9.9658     5     
https://www.policingproject.org/shotspotter        117574   200    9.4658     9.9658     5     
https://www.policingproject.org/shotspotter        117574   200    9.4658     9.9658     5     
https://brave.com/download-nightly/                75242    200    9.3658     9.9658     6     
https://brave.com/download-beta/                   75194    200    9.3658     9.9658     6     
https://brave.com/download-beta/                   75194    200    9.3658     9.9658     6     
https://brave.com/download/                        84012    200    9.3658     9.9658     6     
https://brave.com/download/                        84012    200    9.3658     9.9658     6     
https://etherscan.io/tokens?sort=holders&order=des 180367   200    9.3658     9.9658     6     
https://etherscan.io/tokens?sort=holders&order=des 180367   200    9.3658     9.9658     6     

[PROGRESS] Pages: 235/500 | Rate: 5.2 pages/sec | Queue: 6266
https://www.universia.net/es/home                  5871     200    9.3658     9.9658     6     
https://www.universia.net/es/home                  5870     200    9.3658     9.9658     6     
https://www.universia.net/es/home                  5870     200    9.3658     9.9658     6     
https://www.universia.net/es/home                  5871     200    9.3658     9.9658     6     
https://www.safetyreimagined.org/index.html        34285    200    9.3658     9.9658     6     
https://www.safetyreimagined.org/index.html        34285    200    9.3658     9.9658     6     
https://www.safetyreimagined.org/index.html        34285    200    9.3658     9.9658     6     
https://www.safetyreimagined.org/index.html        34285    200    9.3658     9.9658     6     
https://skills.github.com/index.html               13163    200    7.4137     7.5137     1     
https://resources.github.com/learn/pathways/       72145    200    7.4137     7.5137     1     

[PROGRESS] Pages: 245/500 | Rate: 2.0 pages/sec | Queue: 6269
https://chat.stackoverflow.com/rooms/259507/stack- 34730    200    7.4137     7.5137     1     
https://support.theguardian.com/us/subscribe/weekl 106836   200    7.4137     7.5137     1     
https://developer.mozilla.org/en-US/plus?utm_sourc 80351    200    7.4137     7.5137     1     
https://www.mozillafoundation.org/en/?utm_source=w 60373    200    7.4137     7.5137     1     
https://commonvoice.mozilla.org/index.html?utm_sou 10196    200    7.4137     7.5137     1     
https://www.mozillafoundation.org/en/?form=Mozilla 60373    200    7.4137     7.5137     1     
https://event-sponsorship.github.com/index.html    129376   200    7.3137     7.5137     2     
https://www.githubstatus.com/index.html            125696   200    9.7658     9.9658     2     
https://event-sponsorship.github.com/index.html    129376   200    7.3137     7.5137     2     
https://docs.github.com/en/site-policy/privacy-pol 215663   200    7.3137     7.5137     2     
https://docs.github.com/en/site-policy/privacy-pol 215663   200    7.3137     7.5137     2     
https://docs.github.com/en/site-policy/github-term 232552   200    7.3137     7.5137     2     
https://docs.github.com/en/site-policy/github-term 232552   200    7.3137     7.5137     2     
https://www.accenture.com/us-en                    196450   200    9.6658     9.9658     3     
https://www.sonarsource.com/index.html             261578   200    9.6658     9.9658     3     
https://www.accenture.com/us-en                    196450   200    9.6658     9.9658     3     
https://www.sonarsource.com/index.html             261578   200    9.6658     9.9658     3     
https://www.atlassian.com/legal/privacy-policy     277025   200    9.6658     9.9658     3     
https://www.atlassian.com/legal/privacy-policy     277025   200    9.6658     9.9658     3     
https://www.atlassian.com/legal/atlassian-customer 249114   200    9.6658     9.9658     3     
https://www.atlassian.com/legal/product-terms      216815   200    9.6658     9.9658     3     

[PROGRESS] Pages: 266/500 | Rate: 4.2 pages/sec | Queue: 6699
https://github.com/orgs/community/discussions/     568488   200    9.6658     9.9658     3     
https://trello.com/home                            286309   200    9.5658     9.9658     4     
https://trello.com/home                            286314   200    9.5658     9.9658     4     
https://tv.youtube.com/learn/nflsundayticket/      244551   200    7.3137     7.5137     2     
https://blog.sentry.io/index.html                  257571   200    7.2137     7.5137     3     
https://www.mozillafoundation.org/en/join-us/      32376    200    7.3137     7.5137     2     
https://sandbox.sentry.io/index.html               118203   200    7.2137     7.5137     3     
https://sentry.zendesk.com:443/hc/en-us/           29554    200    7.2137     7.5137     3     
https://blueprints.mozilla.ai/index.html           160935   200    7.3137     7.5137     2     
https://blueprints.mozilla.ai/index.html           160935   200    7.3137     7.5137     2     
https://blueprints.mozilla.ai/index.html           160935   200    7.3137     7.5137     2     
https://sandbox.sentry.io/index.html               118203   200    7.2137     7.5137     3     
https://www.arm.com/company/success-library/pieces 209706   200    7.2137     7.5137     3     
https://www.arm.com/company/success-library/pieces 209706   200    7.2137     7.5137     3     
https://community.arm.com/arm-community-blogs/b/mo 1906     200    7.2137     7.5137     3     

[PROGRESS] Pages: 281/500 | Rate: 3.0 pages/sec | Queue: 7188
https://www.arm.com/resources/webinar/code-along-a 45017    200    7.2137     7.5137     3     
https://newsroom.arm.com/news/arm-announces-arm-ne 515623   200    7.2137     7.5137     3     
https://newsroom.arm.com/news/arm-announces-arm-ne 515623   200    7.2137     7.5137     3     
https://newsroom.arm.com/blog/arm-sme2-android-mob 493599   200    7.2137     7.5137     3     
https://learn.arm.com/learning-paths/servers-and-c 20665    200    7.2137     7.5137     3     
https://newsroom.arm.com/blog/arm-sme2-android-mob 493599   200    7.2137     7.5137     3     
https://learn.arm.com/learning-paths/laptops-and-d 21696    200    7.2137     7.5137     3     
https://discord.com/invite/sentry                  10803    200    9.5658     9.9658     4     
https://status.sentry.io/index.html                1111941  200    7.2137     7.5137     3     
https://sentry.zendesk.com/hc/en-us/requests/new   20633    200    9.5658     9.9658     4     
https://learn.arm.com/learning-paths/mobile-graphi 21399    200    7.2137     7.5137     3     
https://okt.to/l1vOad                              1148     200    9.5658     9.9658     4     
https://app.faros.ai/index.html                    10086    200    7.2137     7.5137     3     
https://info.arxiv.org/about/donate.html           87319    200    7.2137     7.5137     3     
https://info.arxiv.org/labs/showcase.html          104851   200    7.2137     7.5137     3     
https://info.arxiv.org/about/ourmembers.html       104326   200    7.2137     7.5137     3     
https://info.arxiv.org/help/index.html             92534    200    7.2137     7.5137     3     
https://info.arxiv.org/help/index.html             92534    200    7.2137     7.5137     3     
https://info.arxiv.org/about/index.html            94589    200    7.2137     7.5137     3     
https://support.spotify.com/us/article/web-player- 22583    200    7.2137     7.5137     3     
https://www.spotify.com/us/download/windows/       50268    200    7.2137     7.5137     3     
https://lists.sr.ht/~sircmpwn/public-inbox         36038    200    7.2137     7.5137     3     

[PROGRESS] Pages: 303/500 | Rate: 4.4 pages/sec | Queue: 7651
https://issuetracker.google.com/issues?q=component 58502    200    7.2137     7.5137     3     
https://accounts.google.com/v3/signin/identifier?c 1112261  200    7.2137     7.5137     3     
https://accounts.google.com/v3/signin/identifier?c 1112187  200    7.2137     7.5137     3     
